,堤体延長,堤体幅,左右壁体高さ,中詰土天端高さ,堤外区間地表面,堤内区間地表面,引張材間隔,在来地盤重量,在来地盤区分,在来地盤N値,在来地盤摩擦角,在来地盤粘着力,在来地盤変形係数,中詰め重量,中詰め区分,中詰めN値,中詰め摩擦角,中詰め粘着力,矢板型,矢板材料,引張材直径,引張材材料番号,腹起し材質,堤外側水位_常時,堤内側水位_常時,せん断変形破壊,滑動、支持力,根入れ部の安定,遮水効果,矢板の耐力照査,タイロッドの耐力照査,腹起しの耐力照査
1957,22,9.4,3.2,3.1,0.6,0.0,1.6,15,0,7,13,151,87200,15,0,6,35,153,5,295,68,0,1,1.3,0.0,0.001200012000120001,0.030888030888030885,0.020003333888981494,0.2420470262793914,0.011111111111111112,0.011627906976744186,0.010810810810810811
1958,13,6.7,2.0,1.9,0.6,0.0,0.8,19,0,42,27,286,67000,12,1,13,2,212,5,390,65,1,1,1.5,0.0,0.003982873643333665,0.014501510574018127,0.001000010000100001,0.31446540880503143,0.01276595744680851,0.00980392156862745,0.0
1959,17,7.9,7.5,7.4,2.3,0.0,1.6,13,1,1,41,24,7200,13,0,24,40,213,3,390,80,0,1,4.1,0.0,0.032362459546925564,0.16348773841961853,0.30864197530864196,1.174496644295302,0.06808510638297872,0.03488372093023256,0.016216216216216217
1960,29,5.2,6.3,6.2,2.6,0.0,0.8,16,1,37,10,160,186000,20,0,31,7,273,3,295,77,1,0,5.4,0.0,0.125,0.16643550624133147,0.13215859030837004,1.8134715025906736,0.1388888888888889,0.00980392156862745,0.0
1961,19,2.4,5.1,5.0,0.1,0.0,0.8,20,0,21,24,296,165800,18,1,39,19,33,4,390,73,0,1,0.9,0.0,0.0018319491939423546,0.017306028266512834,0.001000010000100001,0.5529225908372828,0.00425531914893617,0.0,0.0
1962,28,5.0,7.8,7.7,0.2,0.0,0.8,18,1,42,7,72,46100,18,1,10,5,35,5,390,38,1,1,3.8,0.0,0.07941760423560557,0.26143790849673204,0.13966480446927373,1.023391812865497,0.14468085106382977,0.32727272727272727,0.016216216216216217
1963,30,12.6,5.4,5.3,1.3,0.0,0.8,15,0,10,35,44,5800,14,0,24,29,154,3,390,31,1,0,2.5,0.0,0.003586371787208607,0.0768245838668374,0.07130124777183601,0.38209606986899564,0.07234042553191489,0.1,0.014285714285714285
1964,20,9.8,4.2,4.1,1.5,0.0,1.6,18,1,46,4,179,184600,11,1,31,41,213,4,295,27,0,1,3.4,0.0,0.010573618821041502,0.05769230769230769,0.032439446366782004,0.5691056910569106,0.027777777777777776,0.09574468085106383,0.005405405405405406
1965,25,11.1,9.6,9.5,3.4,0.0,0.8,12,1,5,18,218,124700,11,1,43,34,214,4,295,43,1,1,5.6,0.0,0.03127443315089914,0.07237635705669482,0.10600706713780919,1.174496644295302,0.13333333333333333,0.029411764705882353,0.005405405405405406
1966,15,8.3,8.4,8.3,3.9,0.0,0.8,16,0,40,32,53,104600,19,0,50,1,274,5,390,39,0,0,7.3,0.0,0.03127443315089914,0.07237635705669482,0.10600706713780919,1.174496644295302,0.13333333333333333,0.029411764705882353,0.005405405405405406
1967,14,8.1,10.0,9.9,0.7,0.0,1.6,18,1,45,29,266,163700,17,0,28,44,36,4,295,67,0,1,5.2,0.0,0.0664451827242525,0.05188067444876784,0.029211295034079845,1.08359133126935,0.06666666666666667,0.011627906976744186,0.005405405405405406
1968,16,2.6,7.6,7.5,2.2,0.0,1.6,14,1,14,12,237,123300,12,0,43,24,155,5,295,60,0,0,3.8,0.0,0.09685230024213075,0.07125890736342043,0.027257859349445756,0.9510869565217391,0.03888888888888889,0.023255813953488372,0.02142857142857143
1969,24,5.2,2.2,2.1,0.0,0.8,1.6,13,0,35,40,14,3600,13,1,14,9,157,3,390,25,1,0,1.6,0.0,0.001200012000120001,0.10685663401602849,0.05777563793933558,0.14285714285714285,0.02127659574468085,0.07272727272727272,0.014285714285714285
1970,19,10.3,5.2,5.1,0.0,0.0,0.8,11,0,34,40,208,83000,17,1,6,3,274,4,295,52,0,0,0.6,0.0,0.001200012000120001,0.006109979633401222,0.001000010000100001,0.10144927536231885,0.005555555555555556,0.0,0.0
1971,30,7.5,4.0,3.9,0.4,0.0,1.6,14,1,18,8,44,62800,15,0,13,16,33,4,390,48,1,0,2.3,0.0,0.017047876118766868,0.15665796344647517,0.053475935828877004,0.4257907542579075,0.01702127659574468,0.08823529411764706,0.02142857142857143
1972,10,14.0,5.2,5.1,0.0,0.2,1.6,14,1,14,37,23,102400,18,1,40,27,277,5,295,33,1,1,0.6,0.1,0.017047876118766868,0.15665796344647517,0.053475935828877004,0.4257907542579075,0.01702127659574468,0.08823529411764706,0.02142857142857143
1973,16,3.3,7.0,6.9,2.3,0.0,0.8,15,1,48,5,53,161600,20,0,38,33,154,3,390,57,0,0,2.3,0.0,0.017047876118766868,0.15665796344647517,0.053475935828877004,0.4257907542579075,0.01702127659574468,0.08823529411764706,0.02142857142857143
1974,16,9.8,8.3,8.2,0.0,1.3,0.8,15,1,44,33,33,2200,14,1,14,44,97,3,390,42,0,1,5.1,1.2,0.006055101422948834,0.019367333763718526,0.001000010000100001,0.2390710382513661,0.00851063829787234,0.011627906976744186,0.0
1975,10,1.8,3.1,3.0,1.3,0.0,0.8,13,0,43,33,227,81600,18,1,6,38,214,4,390,69,0,1,1.4,0.0,0.006055101422948834,0.019367333763718526,0.001000010000100001,0.2390710382513661,0.00851063829787234,0.011627906976744186,0.0
1976,22,12.2,10.0,9.9,0.5,0.0,0.8,16,1,27,2,63,61400,16,0,13,5,274,5,295,65,1,1,5.0,0.0,0.007756948933419522,0.017740981667652277,0.001000010000100001,0.46052631578947373,0.016666666666666666,0.011627906976744186,0.0
1977,26,13.4,7.4,7.3,0.3,0.0,1.6,20,1,38,16,101,1600,16,1,24,43,275,5,390,81,1,1,1.2,0.0,0.001200012000120001,0.09090909090909091,0.001000010000100001,0.1728395061728395,0.029787234042553193,0.00980392156862745,0.005405405405405406
1978,17,10.7,6.2,6.1,1.0,0.0,0.8,14,0,22,30,237,180400,14,1,31,10,34,3,295,77,0,0,3.7,0.0,0.04794246903715541,0.04201680672268908,0.027958993476234855,0.5654281098546041,0.05,0.0,0.0
1979,15,10.4,7.7,7.6,2.0,0.0,1.6,16,1,27,27,149,40500,12,0,10,8,96,4,295,39,0,1,3.4,0.0,0.019080934965813322,0.04760015866719555,0.01946282600233554,0.4161712247324614,0.05555555555555555,0.11702127659574468,0.04864864864864865
1980,27,7.7,6.5,6.4,2.4,0.0,0.8,19,0,11,41,285,20300,20,0,17,20,156,5,390,35,1,0,5.1,0.0,0.0551470588235294,0.043446777697320776,0.022560631697687534,0.6641366223908919,0.09361702127659574,0.07272727272727272,0.014285714285714285
1981,10,9.0,3.8,3.7,1.3,0.0,1.6,13,0,22,10,23,159500,20,1,28,13,157,3,295,51,0,0,2.0,0.0,0.0551470588235294,0.043446777697320776,0.022560631697687534,0.6641366223908919,0.09361702127659574,0.07272727272727272,0.014285714285714285
1982,12,3.5,9.5,9.4,0.9,0.0,0.8,20,0,41,38,294,119100,15,0,43,37,276,4,295,43,0,1,2.0,0.0,0.007756948933419522,0.017740981667652277,0.001000010000100001,0.46052631578947373,0.016666666666666666,0.011627906976744186,0.0
1983,11,3.2,3.0,2.9,0.5,0.0,1.6,12,1,46,35,207,178200,13,1,21,35,37,5,295,71,0,0,2.6,0.0,0.040295500335795834,0.031023784901758014,0.001000010000100001,0.4666666666666667,0.016666666666666666,0.023255813953488372,0.007142857142857143
1984,26,8.3,5.9,5.8,2.4,0.0,1.6,20,0,46,35,101,58600,18,1,13,29,155,3,295,32,1,1,3.6,0.0,0.01911436763300414,0.07164179104477612,0.04480955937266617,0.5409582689335395,0.06666666666666667,0.045454545454545456,0.010810810810810811
1985,27,1.8,7.2,7.1,2.2,0.0,1.6,20,0,41,18,81,98200,11,0,39,40,98,4,295,83,1,0,6.7,0.0,1.2371134020618557,0.4528301886792453,0.17699115044247787,1.8041237113402062,0.14444444444444443,0.049019607843137254,0.02857142857142857
1986,18,12.1,6.0,5.9,2.5,0.0,1.6,13,1,26,32,216,78000,19,1,47,7,158,4,390,79,0,1,3.6,0.0,0.0121580547112462,0.03200853560949586,0.01765952437014363,0.5208333333333334,0.03829787234042553,0.023255813953488372,0.02702702702702703
1987,12,4.1,9.0,8.9,1.2,0.0,1.6,11,0,25,32,111,157400,13,1,38,1,275,5,390,40,0,1,7.6,0.0,0.47808764940239046,0.3252032520325203,0.1406799531066823,2.2727272727272725,0.08936170212765958,0.46511627906976744,0.04864864864864865
1988,16,5.4,6.3,6.2,0.8,0.0,0.8,15,0,35,1,149,97600,14,1,50,39,276,5,295,56,0,1,3.4,0.0,0.02119018188239449,0.11627906976744186,0.06220839813374806,0.48746518105849584,0.03333333333333333,0.046511627906976744,0.005405405405405406
1989,24,7.9,9.0,8.9,1.2,0.0,0.8,14,1,5,29,226,176800,14,1,21,25,278,3,295,88,1,1,7.3,0.0,0.1092896174863388,0.12158054711246201,0.08630609896432681,2.0114942528735633,0.2388888888888889,0.00980392156862745,0.005405405405405406
1990,18,13.0,3.9,3.8,1.3,0.0,0.8,12,0,4,29,120,57200,19,1,13,19,95,4,295,49,1,0,2.0,0.0,0.0058145169105533485,0.040309035942223716,0.027675276752767528,0.20771513353115725,0.022222222222222223,0.00980392156862745,0.0
1991,26,2.4,6.6,6.5,2.3,0.0,0.8,20,0,24,12,197,136500,19,0,35,4,97,5,390,80,1,0,4.8,0.0,0.20304568527918782,0.15831134564643798,0.07439553626782393,1.7676767676767677,0.04680851063829787,0.00980392156862745,0.014285714285714285
1992,30,3.7,3.9,3.8,1.3,0.0,1.6,15,1,35,26,235,76600,20,1,47,42,98,5,295,30,0,0,1.9,0.0,0.010061205667812526,0.021111893033075296,0.001000010000100001,0.30782761653474056,0.016666666666666666,0.0851063829787234,0.007142857142857143
1993,24,8.8,6.9,6.8,0.5,0.0,0.8,13,0,34,26,130,156000,14,1,38,36,215,3,295,57,1,0,5.4,0.0,0.044859813084112146,0.13590033975084936,0.07528230865746549,0.8333333333333333,0.08333333333333333,0.06862745098039216,0.014285714285714285
1994,25,2.2,8.2,8.1,3.7,0.0,0.8,12,0,29,9,109,195600,17,0,14,2,159,3,295,42,1,1,5.1,0.0,0.5405405405405405,0.2912621359223301,0.13683010262257697,1.1363636363636362,0.1,0.00980392156862745,0.005405405405405406
1995,19,7.3,3.0,2.9,0.5,0.0,0.8,20,1,28,9,4,76000,12,0,6,41,276,4,295,69,1,1,2.5,0.0,0.5405405405405405,0.2912621359223301,0.13683010262257697,1.1363636363636362,0.1,0.00980392156862745,0.005405405405405406
1996,30,4.3,3.4,3.3,1.2,0.0,0.8,16,1,18,20,52,114900,18,1,43,6,97,3,295,27,0,0,3.2,0.0,0.08304498269896193,0.1593625498007968,0.05167068549776094,0.6261180679785331,0.044444444444444446,0.10638297872340426,0.014285714285714285
1997,13,5.6,8.8,8.7,3.5,0.0,1.6,20,1,28,34,90,55100,18,0,3,44,98,3,295,43,0,0,6.7,0.0,0.08304498269896193,0.1593625498007968,0.05167068549776094,0.6261180679785331,0.044444444444444446,0.10638297872340426,0.014285714285714285
1998,28,4.1,4.9,4.8,0.0,0.0,0.8,18,0,23,16,264,174000,16,1,21,4,159,4,295,55,0,1,3.2,0.0,0.04936240230357877,0.050293378038558254,0.025569997869166843,0.5208333333333334,0.027777777777777776,0.011627906976744186,0.005405405405405406
1999,23,2.6,9.1,9.0,1.0,0.0,0.8,15,1,17,44,138,94000,14,1,39,9,219,3,295,67,1,1,6.9,0.0,0.9302325581395349,0.13683010262257697,0.03861003861003861,1.6990291262135921,0.20555555555555555,0.049019607843137254,0.021621621621621623
2000,14,13.0,7.9,7.8,1.7,0.0,1.6,18,0,2,13,274,73800,11,0,47,21,279,3,390,63,0,0,2.5,0.0,0.0018460686429857083,0.03096774193548387,0.02143239864261475,0.33783783783783783,0.02553191489361702,0.023255813953488372,0.007142857142857143
2001,25,10.2,6.8,6.7,2.3,0.0,0.8,12,1,37,27,109,53700,19,0,3,33,38,4,295,59,0,1,4.7,0.0,0.05235602094240837,0.09787928221859706,0.05328596802841919,0.6769825918762089,0.08333333333333333,0.011627906976744186,0.0
2002,16,7.5,5.6,5.5,2.5,0.0,1.6,15,1,22,41,245,33500,17,1,10,1,98,5,390,56,1,0,5.4,0.0,0.12170385395537525,0.049607275733774284,0.01876876876876877,0.8433734939759036,0.0851063829787234,0.08823529411764706,0.10714285714285714
2003,28,4.7,4.4,4.3,0.2,0.0,1.6,18,0,6,10,80,13300,14,0,17,13,157,5,295,52,0,1,1.7,0.0,0.005244067648472665,0.08207934336525308,0.04436229205175601,0.32863849765258213,0.03888888888888889,0.046511627906976744,0.02702702702702703
2004,18,2.0,3.2,3.1,0.5,0.0,0.8,12,1,41,24,216,192200,12,0,24,25,217,3,390,48,1,1,2.5,0.0,0.04587155963302752,0.03729024238657551,0.001000010000100001,0.5368098159509203,0.02127659574468085,0.0196078431372549,0.005405405405405406
2005,30,12.3,2.0,1.9,0.5,0.0,1.6,15,0,26,38,52,172000,19,1,31,37,277,4,295,44,0,0,0.7,0.0,0.001200012000120001,0.018770530267480056,0.013619339462036091,0.09006690684508492,0.005555555555555556,0.011627906976744186,0.0
2006,13,13.6,7.4,7.3,1.9,0.0,0.8,19,0,36,7,90,112100,20,0,42,30,278,4,295,60,1,0,6.4,0.0,0.04936240230357877,0.050293378038558254,0.025569997869166843,0.5208333333333334,0.027777777777777776,0.011627906976744186,0.005405405405405406
2007,25,10.9,6.2,6.1,2.4,0.0,1.6,13,1,20,21,226,92000,17,0,50,42,37,5,390,57,0,1,3.3,0.0,0.015608740894901146,0.03287671232876712,0.022110849056603772,0.5529225908372828,0.02553191489361702,0.023255813953488372,0.005405405405405406
2008,29,12.1,3.5,3.4,1.3,0.0,0.8,17,1,31,35,264,32100,17,1,10,35,38,5,295,72,0,1,3.2,0.0,0.03431512725193023,0.02245508982035928,0.001000010000100001,0.34146341463414637,0.05,0.023255813953488372,0.005405405405405406
2009,19,9.4,2.3,2.2,1.0,0.0,1.6,20,0,15,4,99,11900,15,0,17,2,98,3,390,69,1,0,1.3,0.0,0.004897959183673469,0.04809619238476954,0.027586206896551724,0.14970059880239522,0.02553191489361702,0.00980392156862745,0.02857142857142857
2010,10,6.6,9.2,9.1,0.9,0.0,1.6,14,1,50,18,235,190800,13,1,24,15,157,4,295,65,0,0,6.8,0.0,0.004897959183673469,0.04809619238476954,0.027586206896551724,0.14970059880239522,0.02553191489361702,0.00980392156862745,0.02857142857142857
2011,30,6.4,2.7,2.6,0.5,0.0,0.8,16,0,4,15,147,50900,11,1,3,12,219,5,295,27,0,1,1.4,0.0,0.00214638334406525,0.02881844380403458,0.021941854086670324,0.3630705394190871,0.016666666666666666,0.0425531914893617,0.0
2012,21,3.7,9.6,9.5,3.0,0.0,1.6,19,1,40,29,283,30700,18,1,10,25,279,3,390,89,1,0,8.5,0.0,0.6122448979591837,0.14167650531286893,0.05263157894736842,2.1341463414634148,0.37446808510638296,0.049019607843137254,0.05
2013,11,14.0,8.4,8.3,3.6,0.0,0.8,12,1,24,43,119,10500,16,0,17,37,38,4,295,85,1,1,4.7,0.0,0.028122802906022964,0.054995417048579284,0.040032025620496396,0.6481481481481481,0.17222222222222222,0.00980392156862745,0.005405405405405406
2014,15,2.2,5.7,5.6,2.4,0.0,1.6,16,0,34,12,157,149700,16,1,28,30,39,4,390,35,1,1,5.3,0.0,0.38095238095238093,0.17069701280227595,0.07481296758104738,0.7658643326039387,0.059574468085106386,0.18181818181818182,0.021621621621621623
2015,19,3.4,3.0,2.9,1.1,0.0,0.8,11,0,45,26,195,89800,16,0,39,22,40,4,295,51,1,0,2.1,0.0,0.025934730927166628,0.03927986906710311,0.02028740490278952,0.44025157232704404,0.022222222222222223,0.0196078431372549,0.0
2016,10,13.8,9.9,9.8,0.3,0.0,0.8,14,1,29,40,31,69600,14,0,47,35,100,5,390,47,0,1,9.5,0.0,0.09975062344139651,0.09561752988047807,0.07389162561576355,1.3157894736842104,0.03829787234042553,0.34545454545454546,0.02142857142857143
2017,24,5.6,6.3,6.2,2.2,0.0,1.6,14,1,33,37,138,9100,17,0,17,26,279,4,295,36,0,0,2.9,0.0,0.012421074422937583,0.041914076143904994,0.0160393498716852,0.4533678756476684,0.08888888888888889,0.1276595744680851,0.02142857142857143
2018,28,6.8,3.6,3.5,1.3,0.0,0.8,18,1,44,6,176,148300,17,1,28,19,280,5,295,52,0,0,3.2,0.0,0.013223140495867768,0.060790273556231005,0.028555111364934323,0.7231404958677686,0.027777777777777776,0.03488372093023256,0.007142857142857143
2019,19,4.1,2.4,2.3,1.1,0.0,1.6,12,0,28,20,12,128100,15,0,35,31,39,5,390,48,1,0,1.4,0.0,0.005049229992426155,0.29055690072639223,0.20100502512562815,0.3711558854718982,0.00851063829787234,0.0196078431372549,0.007142857142857143
2020,23,5.3,7.8,7.7,3.5,0.0,0.8,16,1,38,34,50,68200,15,1,47,24,40,3,295,64,0,0,7.3,0.0,0.005049229992426155,0.29055690072639223,0.20100502512562815,0.3711558854718982,0.00851063829787234,0.0196078431372549,0.007142857142857143
2021,13,2.6,6.7,6.6,0.5,0.0,0.8,19,1,23,3,186,48100,13,1,3,37,100,4,390,60,1,1,2.4,0.0,0.025934730927166628,0.03927986906710311,0.02028740490278952,0.44025157232704404,0.022222222222222223,0.0196078431372549,0.0
2022,25,13.0,5.5,5.4,1.0,0.0,1.6,13,0,7,17,21,27900,20,0,10,4,159,4,295,56,0,0,4.2,0.0,0.0012860909266285126,0.013934045517882025,0.001000010000100001,0.4055619930475087,0.00425531914893617,0.00980392156862745,0.0
2023,16,10.2,4.3,4.2,1.2,0.0,0.8,16,1,42,31,157,7700,18,1,17,16,219,5,390,52,1,1,1.6,0.0,0.0012860909266285126,0.013934045517882025,0.001000010000100001,0.4055619930475087,0.00425531914893617,0.00980392156862745,0.0
2024,18,4.7,10.0,9.9,0.2,0.0,0.8,13,0,11,14,128,166400,13,0,31,41,38,4,390,45,0,0,9.4,0.0,0.001200012000120001,0.043891733723482075,0.02488593944421402,0.34619188921859545,0.00851063829787234,0.011627906976744186,0.007142857142857143
2025,30,8.5,10.0,9.9,0.1,0.0,0.8,15,1,42,10,243,185800,14,0,14,19,41,5,390,26,1,0,9.0,0.0,0.46511627906976744,0.15384615384615385,0.051369863013698634,1.10062893081761,0.12340425531914893,0.5181818181818182,0.02142857142857143
2026,21,5.8,8.8,8.7,1.1,0.0,1.6,19,0,26,24,79,165600,11,1,21,31,101,5,295,88,0,1,3.5,0.0,0.04381161007667032,0.12072434607645875,0.15727391874180865,1.4767932489451476,0.022222222222222223,0.011627906976744186,0.005405405405405406
2027,12,3.0,7.6,7.5,1.7,0.0,0.8,12,1,11,38,214,145500,19,0,28,43,160,3,390,85,1,0,5.9,0.0,0.04381161007667032,0.12072434607645875,0.15727391874180865,1.4767932489451476,0.022222222222222223,0.011627906976744186,0.005405405405405406
2028,27,1.5,3.7,3.6,1.2,0.0,0.8,20,0,5,21,88,65400,17,1,47,3,221,4,390,31,0,0,3.1,0.0,0.08385744234800838,0.12552301255230125,0.05563282336578581,0.6340579710144928,0.03404255319148936,0.06382978723404255,0.007142857142857143
2029,21,6.6,6.7,6.6,0.0,2.7,0.8,18,1,5,21,283,144900,11,1,38,42,38,5,390,58,0,0,3.8,0.7,0.001200012000120001,0.024395202276885547,0.001000010000100001,0.18776824034334763,0.0,0.0,0.0
2030,22,13.1,8.0,7.9,3.6,0.0,0.8,17,1,0,4,262,184400,15,1,14,8,281,5,390,43,0,1,7.3,0.0,0.049019607843137254,0.09942004971002485,0.06824385805277525,1.0510510510510511,0.09787234042553192,0.10465116279069768,0.010810810810810811
2031,16,5.1,2.8,2.7,0.4,0.0,1.6,15,0,50,4,157,64800,19,0,6,2,99,3,390,70,1,1,1.2,0.0,0.0031155074382740087,0.05560704355885079,0.022091310751104563,0.42424242424242425,0.01276595744680851,0.00980392156862745,0.010810810810810811
2032,24,7.7,5.6,5.5,0.9,0.0,1.6,14,0,20,32,234,144100,20,0,28,33,101,4,295,35,0,1,4.0,0.0,0.03588516746411483,0.04989604989604989,0.031047865459249677,0.7954545454545454,0.044444444444444446,0.05319148936170213,0.005405405405405406
2033,15,4.9,4.4,4.3,1.2,0.0,0.8,17,1,4,1,69,123900,17,1,35,45,160,4,390,32,1,1,1.4,0.0,0.0024250752783784328,0.21164021164021163,0.03097893432465923,0.31222123104371097,0.00851063829787234,0.00909090909090909,0.0
2034,19,6.2,9.8,9.7,2.7,0.0,1.6,12,1,15,15,108,64000,18,1,47,38,161,5,295,47,0,1,7.8,0.0,0.2830188679245283,0.36585365853658536,0.37593984962406013,2.4647887323943665,0.22777777777777777,0.19767441860465115,0.08648648648648649
2035,17,12.5,2.0,1.9,0.0,0.0,0.8,14,1,24,29,40,83600,12,0,50,25,279,3,390,90,0,1,1.7,0.0,0.004937458854509546,0.06057546693589096,0.02791736460078169,0.25528811086797953,0.01702127659574468,0.011627906976744186,0.0
2036,21,13.8,7.4,7.3,3.5,0.0,1.6,18,1,34,43,79,23700,13,1,10,17,280,3,295,40,0,1,5.6,0.0,0.020463847203274214,0.09764035801464606,0.10706638115631692,0.9459459459459459,0.2388888888888889,0.18604651162790697,0.02702702702702703
2037,12,11.1,6.2,6.1,0.6,0.0,0.8,12,0,19,12,214,3500,20,1,17,30,40,4,390,36,1,0,5.9,0.0,0.09975062344139651,0.09561752988047807,0.07389162561576355,1.3157894736842104,0.03829787234042553,0.34545454545454546,0.02142857142857143
2038,24,8.3,5.0,4.9,1.0,0.0,0.8,15,0,3,26,50,182400,18,0,24,42,100,5,295,32,0,0,2.4,0.0,0.006884681583476764,0.08602150537634409,0.0970873786407767,0.6044905008635578,0.016666666666666666,0.02127659574468085,0.0
2039,14,5.6,3.8,3.7,0.0,1.2,1.6,18,1,38,40,186,162200,15,1,31,9,159,5,390,29,1,1,3.2,1.1,0.001200012000120001,0.022396416573348264,0.001000010000100001,0.5833333333333334,0.00851063829787234,0.07272727272727272,0.016216216216216217
2040,26,2.8,2.6,2.5,0.0,0.9,0.8,12,0,23,9,21,142100,13,0,38,21,219,3,295,25,1,0,1.2,0.0,0.001200012000120001,0.18181818181818182,0.09983361064891846,0.11051468266498263,0.0,0.0,0.0
2041,30,4.1,8.0,7.9,3.5,0.0,1.6,16,0,33,23,60,82200,13,0,50,14,220,4,390,41,1,0,7.2,0.0,0.7407407407407407,0.41522491349480967,0.18633540372670807,1.0,0.13617021276595745,0.19607843137254902,0.06428571428571428
2042,21,1.3,6.8,6.7,0.0,3.1,0.8,19,1,18,37,195,62000,11,1,6,26,279,4,295,37,0,1,3.9,1.2,0.001200012000120001,0.02253521126760563,0.001000010000100001,0.12389380530973451,0.0,0.0,0.0
2043,11,11.7,5.7,5.6,0.0,0.0,1.6,12,0,2,6,31,41900,19,0,13,39,39,5,295,33,1,1,3.7,0.0,0.025717959708529792,0.46332046332046334,0.6349206349206349,0.42475728155339804,0.05555555555555555,0.07272727272727272,0.005405405405405406
2044,12,5.1,6.9,6.8,0.2,0.0,0.8,12,0,48,34,10,81400,12,1,39,5,282,5,295,84,1,0,1.5,0.0,0.0032575058363646233,0.17725258493353027,0.35608308605341243,0.25362318840579706,0.011111111111111112,0.0,0.0
2045,23,2.4,5.7,5.6,0.8,0.0,1.6,15,1,33,3,146,61200,19,0,47,17,42,3,390,80,0,1,3.7,0.0,0.18433179723502305,0.1206030150753769,0.036882222768625524,0.6743737957610789,0.059574468085106386,0.023255813953488372,0.010810810810810811
2046,18,7.5,8.7,8.6,0.0,1.0,1.6,13,0,32,3,40,140700,14,0,38,11,159,4,390,41,0,1,1.9,0.9,0.001200012000120001,0.5263157894736842,0.39215686274509803,0.1478664976763836,0.00851063829787234,0.0,0.0
2047,18,14.0,9.9,9.8,2.5,0.0,1.6,13,0,27,31,20,180200,17,1,14,22,103,4,390,26,0,0,7.4,0.0,0.001200012000120001,0.5263157894736842,0.39215686274509803,0.1478664976763836,0.00851063829787234,0.0,0.0
2048,24,3.2,3.6,3.5,0.0,0.8,0.8,14,1,11,45,50,40500,19,0,13,28,279,3,295,50,1,0,2.4,0.3,0.001200012000120001,0.05772005772005772,0.024618414574101428,0.5279034690799397,0.022222222222222223,0.00980392156862745,0.0
2049,25,9.8,4.8,4.7,2.2,0.0,0.8,14,0,7,28,29,80000,13,1,39,39,223,3,390,35,0,1,2.5,0.0,0.004135791831811133,0.11560693641618495,0.1815431164901664,0.5756578947368421,0.02553191489361702,0.010638297872340425,0.0
2050,19,1.8,7.8,7.7,0.0,2.4,0.8,12,0,6,28,224,159400,17,1,31,33,40,4,295,62,0,1,5.9,1.8,0.001200012000120001,0.06589785831960461,0.030927835051546393,0.5279034690799397,0.027777777777777776,0.011627906976744186,0.0
2051,30,12.1,6.6,6.5,0.0,2.3,0.8,15,1,41,42,59,139300,15,0,38,45,100,5,295,58,1,0,2.5,2.0,0.001200012000120001,0.007891621728265158,0.001000010000100001,0.020588235294117647,0.0,0.0,0.0
2052,10,5.5,7.9,7.8,1.5,0.0,0.8,15,1,37,25,39,178800,18,0,14,12,43,5,295,43,1,1,5.4,0.0,0.001200012000120001,0.007891621728265158,0.001000010000100001,0.020588235294117647,0.0,0.0,0.0
2053,16,7.9,9.7,9.6,0.0,4.6,1.6,16,1,20,38,69,39100,20,0,13,18,220,3,390,66,0,1,7.3,1.5,0.001200012000120001,0.08415147265077139,0.03929787791459261,0.3619441571871768,0.01276595744680851,0.0,0.0
2054,16,1.3,2.8,2.7,1.0,0.0,1.6,16,1,16,22,49,78600,14,0,39,29,163,4,390,51,0,0,1.1,0.0,0.0035793115790729584,0.05747126436781609,0.01893461247159808,0.31305903398926654,0.00851063829787234,0.011627906976744186,0.014285714285714285
2055,23,10.2,5.8,5.7,0.7,0.0,1.6,17,1,46,18,58,177400,19,0,14,1,283,3,390,60,0,0,3.5,0.0,0.001200012000120001,0.13872832369942195,0.05108991825613079,0.7543103448275863,0.00851063829787234,0.011627906976744186,0.005405405405405406
2056,17,2.2,8.8,8.7,0.0,1.5,1.6,15,0,45,18,253,57800,14,0,6,40,100,3,295,87,0,0,1.9,0.1,0.001200012000120001,0.037914691943127965,0.013109023377758355,0.059574468085106386,0.0,0.0,0.0
2057,28,12.5,7.6,7.5,0.0,1.6,0.8,18,1,29,32,88,37700,11,0,13,7,160,4,295,83,1,0,4.4,0.3,0.001200012000120001,0.05679129200189304,0.05861664712778429,0.6410256410256411,0.016666666666666666,0.0,0.0
2058,29,6.0,8.8,8.7,3.0,0.0,0.8,18,1,25,15,68,77200,15,0,39,18,104,4,295,68,1,1,3.1,0.0,0.025630072618539085,0.14084507042253522,0.046526054590570715,0.41716328963051247,0.03333333333333333,0.0,0.0
2059,23,11.1,3.7,3.6,0.0,1.0,0.8,16,0,24,15,262,156600,19,0,31,12,221,5,295,29,1,1,2.4,0.5,0.001200012000120001,0.021246458923512748,0.015333503705596727,0.1891891891891892,0.005555555555555556,0.01818181818181818,0.0
2060,14,8.3,2.5,2.4,0.0,0.8,1.6,19,0,8,29,98,136500,17,1,38,25,280,3,390,25,0,0,2.4,0.5,0.001200012000120001,0.0411522633744856,0.023932987634623055,0.2382573179033356,0.00425531914893617,0.07446808510638298,0.007142857142857143
2061,18,9.6,7.9,7.8,0.0,2.9,0.8,13,1,19,43,136,76600,17,1,50,17,281,3,295,41,0,0,5.8,2.5,0.001200012000120001,0.04018754186202277,0.001000010000100001,0.5208333333333334,0.027777777777777776,0.09302325581395349,0.007142857142857143
