íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,ÇπÇÒífïœå`îjâÛ,ääìÆÅAéxéùóÕ,ç™ì¸ÇÍïîÇÃà¿íË,é’êÖå¯â ,ñÓî¬ÇÃëœóÕè∆ç∏,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏,ï†ãNÇµÇÃëœóÕè∆ç∏,ñÓî¬ÇÃëSí∑,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,ÇπÇÒífïœå`îjâÛ_label,ääìÆÅAéxéùóÕ_label,ç™ì¸ÇÍïîÇÃà¿íË_label,é’êÖå¯â _label,ñÓî¬ÇÃëœóÕè∆ç∏_label,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏_label,ï†ãNÇµÇÃëœóÕè∆ç∏_label
16,12.6,2.3,2.2,0,0.7,0.8,17,1,9,10,78,144900,11,0,34,19,180,2,390,72,1,0,1.9,0.4,0.001200012,0.027739251,0.032348501,0.257731959,0.004255319,0,0,3.8,1.9,8,1.5,0,0,0,0,0,0,0
27,9.8,9.2,9.1,0,3.3,1.6,11,1,44,24,214,124800,19,1,41,31,239,0,295,68,0,1,4.2,2.4,0.001200012,0.040160643,0.00100001,0.188577586,0.005555556,0,0,11,7.6,0,1.8,0,0,0,0,0,0,0
11,11.1,6.6,6.5,0,2.6,0.8,15,0,3,38,252,64900,19,1,1,24,240,0,295,84,0,1,5.8,2.4,0.001200012,0.03068269,0.017626322,0.385038504,0.044444444,0.011627907,0,14.3,4.9,9,7.7,0,0,0,0,0,0,0
15,12.3,3.9,3.8,1.5,0,1.6,19,0,14,7,290,5000,20,0,12,17,241,0,390,34,0,1,2.6,0,0.006499838,0.035597745,0.02458009,0.417661098,0.085106383,0.14893617,0.010810811,7.9,2.5,9,4,0,0,0,0,0,0,0
26,9.6,2.7,2.6,0,1.2,0.8,13,1,49,21,126,183900,17,1,19,29,1,1,295,30,0,1,2.5,0.3,0.001200012,0.034129693,0.018587361,0.23458445,0.005555556,0.074468085,0.005405405,7,1.6,1,4.3,0,0,0,0,0,0,0
17,6.9,9.6,9.5,0,0.2,1.6,16,1,33,35,262,163700,15,0,26,41,60,2,390,26,1,0,2.8,0,0.005371771,0.021208908,0.00100001,0.558213716,0.004255319,0.172727273,0.028571429,14.2,0.9,3,4.6,0,0,0,0,0,0,0
19,1.4,7.2,7.1,0,0.7,0.8,13,1,2,18,233,123400,20,1,41,21,180,0,390,85,1,0,1.3,0.4,0.001200012,0.051282051,0.00100001,0.168026884,0,0,0,12.4,5,8,5.2,0,0,0,0,0,0,0
20,7.9,8.4,8.3,2,0,0.8,12,1,49,1,212,162900,13,0,16,32,123,1,295,70,1,1,6.1,0,0.108794198,0.129449838,0.072744908,1.263537906,0.116666667,0.019607843,0.010810811,11.9,4.4,4,3.5,0,0,0,3,0,0,0
14,13,3.3,3.2,0,0.5,0.8,20,0,48,45,107,43300,18,0,8,26,240,1,390,31,1,0,0.9,0.4,0.001200012,0.004108745,0.00100001,0.080924855,0,0,0,5.2,1.4,0,1.9,0,0,0,0,0,0,0
26,10.2,2.1,2,0,0.4,1.6,14,1,32,14,242,23200,15,1,15,38,0,2,295,27,0,1,1.3,0,0.001200012,0.01103144,0.00100001,0.209958008,0.005555556,0.20212766,0.032432432,4.3,0.7,2,2.2,0,0,0,0,0,0,0
26,3.7,3.4,3.3,1.4,0,1.6,13,1,28,42,222,62700,19,1,42,4,243,2,390,78,0,0,1.6,0,0.004424942,0.013468013,0.00100001,0.22307202,0.012765957,0.011627907,0.007142857,13.4,2.8,8,10,0,0,0,0,0,0,0
20,8.8,6.3,6.2,0,1.8,1.6,11,0,27,42,116,142100,13,1,34,43,60,0,390,39,1,0,4.6,0.7,0.001200012,0.06779661,0.038338658,0.357507661,0.008510638,0.009090909,0,14.7,5.2,4,8.4,0,0,0,0,0,0,0
11,6,5.1,5,0,1.6,1.6,15,1,11,11,252,122000,11,1,41,10,120,1,295,35,0,1,1.7,0.8,0.001200012,0.022156573,0.00100001,0.014,0,0,0,13.8,3.6,6,8.7,0,0,0,0,0,0,0
15,7.3,2.5,2.4,0,0.9,0.8,19,1,22,25,290,62100,11,0,1,3,121,1,390,51,1,1,2,0.6,0.001200012,0.010453872,0.00100001,0.211480363,0.004255319,0.009803922,0,7.5,1.6,5,5,0,0,0,0,0,0,0
27,4.5,9.4,9.3,0,3.8,1.6,12,0,6,39,126,41900,19,1,8,15,181,2,295,48,0,1,4.4,3.3,0.001200012,0.018650917,0.00100001,0.111111111,0.005555556,0.011627907,0,14.7,5.4,8,5.3,0,0,0,0,0,0,0
14,7,4,3.9,1.5,0,1.6,11,0,27,22,203,121200,19,0,30,1,183,0,295,79,1,1,2.5,0,0.011344299,0.042447825,0.025375344,0.369198312,0.022222222,0,0,11.6,3.5,6,7.6,0,0,0,0,0,0,0
25,4.3,2.8,2.7,0,0.1,0.8,14,1,11,36,38,101000,17,1,38,13,242,0,390,75,0,0,2.3,0,0.013127667,0.093603744,0.030512612,0.381263617,0.017021277,0.011627907,0,10.7,1.9,9,7.9,0,0,0,0,0,0,0
24,10.7,3.1,3,0,0.2,1.6,16,0,20,5,271,120600,12,0,41,45,60,2,295,52,0,0,3,0,0.017551558,0.031914894,0.031855588,0.608695652,0.022222222,0.058139535,0.021428571,5.7,1.7,4,2.6,0,0,0,0,0,0,0
24,4.1,4.3,4.2,0.4,0,0.8,16,0,16,33,251,160100,15,1,16,11,4,2,390,37,0,1,2.4,0,0.039305601,0.02994012,0.045011253,1.377952756,0.038297872,0.457446809,0.086486486,5.1,1.4,0,0.8,0,0,0,3,0,0,0
18,9.2,7.3,7.2,0,1.1,0.8,14,1,15,33,145,40500,19,1,8,5,121,0,390,64,1,0,1.4,0.8,0.001200012,0.021731257,0.00100001,0.037634409,0,0,0,16.1,2.4,6,8.8,0,0,0,0,0,0,0
30,6.4,6.1,6,0,1.1,1.6,17,0,0,2,281,20400,17,0,15,17,180,0,295,60,0,1,3.3,0.9,0.001200012,0.060913706,0.02269289,0.299657534,0.033333333,0.081395349,0.016216216,15.2,1.3,8,9.1,0,0,0,0,0,0,0
13,7.7,3.4,3.3,0,0.7,0.8,12,0,10,16,19,159500,17,0,26,10,181,1,390,76,1,1,0.9,0,0.001200012,0.229445507,0.13318535,0.036458333,0,0,0,8.8,2.7,7,5.4,0,0,0,0,0,0,0
21,10.2,6.2,6.1,2.7,0,0.8,20,1,30,44,96,39700,18,0,49,40,183,1,390,42,1,1,4.1,0,0.015719151,0.049854591,0.0213858,0.510948905,0.059574468,0.039215686,0.005405405,13.8,4.4,6,7.6,0,0,0,0,0,0,0
15,2.2,9.1,9,0,2.7,0.8,18,0,30,44,290,119200,12,0,41,34,1,2,390,69,1,1,8.6,0.9,0.001200012,0.065288357,0.029880478,1.223776224,0.068085106,0.107843137,0.059459459,15.1,5.7,2,6,0,0,0,3,0,0,0
16,8.7,2.3,2.2,0.1,0,0.8,18,0,25,27,270,158700,16,1,16,45,244,0,295,54,1,0,1.1,0,0.001200012,0.009671959,0.00100001,0.221238938,0.005555556,0.009803922,0,6.6,0.5,8,4.3,0,0,0,0,0,0,0
14,2,2.6,2.5,0,1,0.8,20,1,35,41,203,178300,11,0,19,32,62,1,390,30,1,1,2,0.8,0.001200012,0.009879796,0.00100001,0.173267327,0.004255319,0.009090909,0,11.2,2.2,3,8.6,0,0,0,0,0,0,0
18,3.2,8,7.9,0,3.8,1.6,15,0,45,10,241,118400,11,1,30,25,63,1,295,46,1,1,5,0.3,0.001200012,0.066225166,0.036297641,0.25,0,0,0,12.9,6.9,2,4.9,0,0,0,0,0,0,0
30,13.6,6.8,6.7,0,0.1,0.8,18,0,29,24,77,98200,19,1,38,37,123,2,390,43,0,0,4.8,0,0.019521718,0.126448894,0.106951872,0.682261209,0.046808511,0.046511628,0.007142857,12,4.1,5,5.2,0,0,0,0,0,0,0
21,10.9,5.6,5.5,0,0.3,1.6,11,1,14,38,212,78100,16,0,45,4,182,0,295,39,1,1,0.9,0,0.001200012,0.007370102,0.00100001,0.094594595,0.005555556,0,0,11.1,2.5,7,5.5,0,0,0,0,0,0,0
11,8.1,4.4,4.3,0,0.4,0.8,14,0,49,7,48,57900,14,1,1,16,242,0,390,35,1,0,2.4,0.1,0.003059351,0.155239327,0.105170903,0.348258706,0.017021277,0.036363636,0,10.2,1.4,9,5.8,0,0,0,0,0,0,0
23,5.4,3.2,3.1,0,0.4,1.6,18,0,33,21,183,37700,11,1,8,29,2,1,295,31,0,0,3,0.2,0.003900283,0.052015605,0.027720028,0.505780347,0.016666667,0.478723404,0.142857143,9.3,0.7,1,6.1,0,0,0,0,0,0,0
13,2.6,2,1.9,0,0.3,1.6,11,1,18,35,19,17600,19,0,15,41,61,2,390,28,1,1,0.8,0.2,0.001200012,0.053428317,0.019377341,0.111464968,0.008510638,0.045454545,0.005405405,8.4,1.5,4,6.4,0,0,0,0,0,0,0
14,9.1,3.3,3.2,0.6,0,1.6,11,1,13,18,298,57100,12,0,42,7,5,2,295,79,1,0,3,0,0.06741573,0.027118644,0.00100001,0.549450549,0.055555556,0.058823529,0.15,8,2,0,4.7,0,0,0,0,0,0,0
26,6.4,2.1,2,0.6,0,0.8,14,0,49,32,134,36900,20,0,49,19,64,0,390,75,0,1,1,0,0.002535551,0.018045113,0.00100001,0.205882353,0.012765957,0,0,7.1,1.1,2,5,0,0,0,0,0,0,0
16,3.7,9,8.9,0,2.9,1.6,17,1,33,1,270,16800,17,1,5,32,124,1,295,71,1,0,7.2,1.2,0.001200012,0.1,0.033318525,0.875,0.044444444,0.039215686,0.042857143,14.3,4.2,4,5.3,0,0,0,1,0,0,0
28,14,7.8,7.7,0,2.8,0.8,11,0,17,15,105,195600,15,0,12,44,183,1,390,67,0,1,3.3,1.5,0.001200012,0.093167702,0.034873583,0.0625,0,0,0,13.4,3,6,5.6,0,0,0,0,0,0,0
19,11.3,6.6,6.5,0,2.6,1.6,14,0,2,29,241,175500,12,0,19,11,243,2,295,64,1,1,4.7,1.7,0.001200012,0.030503305,0.019772615,0.285947712,0.005555556,0,0,12.5,5.6,9,5.9,0,0,0,0,0,0,0
23,12.5,3.9,3.8,0,1.7,0.8,18,1,12,43,279,115600,13,1,30,4,244,2,390,79,0,1,2,1.5,0.001200012,0.002162981,0.00100001,0.056451613,0,0,0,6.1,3,8,2.2,0,0,0,0,0,0,0
21,5.8,4.2,4.1,0,2,0.8,11,0,22,12,212,135100,18,0,33,36,62,0,295,56,0,1,2.7,1.8,0.001200012,0.031031808,0.00100001,0.117805453,0.005555556,0,0,10.7,2.9,3,6.5,0,0,0,0,0,0,0
29,8.3,6.9,6.8,0,0.5,0.8,19,1,42,39,289,15400,18,1,5,21,64,1,295,88,0,1,4.6,0.1,0.003550086,0.028922632,0.00100001,0.547730829,0.083333333,0.046511628,0.032432432,15.6,1.4,2,8.7,0,0,0,0,0,0,0
12,9.6,4.2,4.1,1.5,0,1.6,14,1,1,8,27,154500,19,0,16,14,65,2,295,38,1,1,2.3,0,0.003550086,0.028922632,0.00100001,0.547730829,0.083333333,0.046511628,0.032432432,9.3,3.8,2,5.1,0,0,0,0,0,0,0
18,11.9,6,5.9,0,0.8,0.8,15,1,36,22,57,14800,11,1,15,20,242,0,295,61,0,1,1.9,0.4,0.001200012,0.052654673,0.025808672,0.191570881,0.011111111,0,0,9.7,4.4,0,3.7,0,0,0,0,0,0,0
26,1.3,8.8,8.7,0,2,0.8,13,1,6,5,134,94000,11,0,38,6,244,1,390,26,0,1,5.5,1.8,0.001200012,0.136208854,0.048216008,0.800915332,0.029787234,0.095744681,0,14.8,4.7,8,6,0,0,0,1,0,0,0
17,11.7,7.6,7.5,0,2,0.8,17,0,41,19,270,73900,19,1,45,18,4,1,295,89,1,0,7.2,0,0.001200012,0.079103494,0.056497175,0.691699605,0.316666667,0.205882353,0.264285714,13.9,3.3,1,6.3,0,0,0,0,0,0,0
28,8.9,6.4,6.3,0,1.9,1.6,20,1,25,33,105,53700,16,0,1,30,63,2,390,85,1,1,3.4,0.3,0.001200012,0.037629351,0.015486269,0.21875,0,0,0,13,2.2,3,6.6,0,0,0,0,0,0,0
19,6.2,5.2,5.1,0,1.7,0.8,13,1,10,2,241,33500,14,0,8,42,123,0,295,81,0,1,4.3,0.4,0.001200012,0.058394161,0.025759918,0.419161677,0.016666667,0,0,12.1,4.4,5,6.9,0,0,0,0,0,0,0
23,7.5,2.5,2.4,0,0.9,1.6,18,0,20,16,279,172700,14,1,19,35,124,0,390,31,0,1,1.5,0.4,0.001200012,0.010167768,0.00100001,0.14187272,0,0,0,5.7,1.8,5,3.2,0,0,0,0,0,0,0
10,10,5.2,5.1,0,0,1.6,16,0,41,44,56,52900,15,0,42,21,126,1,295,62,1,1,3.7,0,0.019675357,0.096153846,0.061983471,0.616197183,0.055555556,0.068627451,0.048648649,10.7,1.8,3,5.5,0,0,0,0,0,0,0
22,7.2,4,3.9,0,0,0.8,20,1,25,13,192,32700,12,1,49,33,185,2,390,59,0,0,0.4,0,0.001200012,0.026223776,0.00100001,0.074468085,0.004255319,0,0,9.8,0.7,6,5.8,0,0,0,0,0,0,0
20,13.6,4.3,4.2,0,0.1,0.8,12,0,34,27,124,52300,17,0,1,20,3,0,295,35,0,0,1.3,0,0.003665913,0.025041736,0.199667221,0.285714286,0.222222222,0.180851064,0.035714286,4.8,3.8,1,0.5,0,0,0,0,0,0,0
11,10.9,3.1,3,0,0.2,1.6,15,1,19,41,260,32100,15,1,8,32,63,1,390,32,1,0,2.2,0,0.001200012,0.010303082,0.00100001,0.551181102,0.008510638,0.036363636,0.007142857,3.9,2.2,3,0.8,0,0,0,0,0,0,0
22,8.1,10,9.9,0,1.1,0.8,19,0,3,10,96,12000,12,1,15,44,123,1,295,28,0,1,2,0.3,0.001200012,0.039421813,0.00100001,0.026415094,0,0,0,11.1,6.2,6,1.1,0,0,0,0,0,0,0
23,1.5,3.2,3.1,1.4,0,0.8,18,0,50,38,75,51500,16,1,42,10,66,2,295,79,0,0,2.5,0,0.042432815,0.070671378,0.030975736,0.422705314,0.033333333,0.011627907,0.014285714,12.1,1.9,1,8.9,0,0,0,0,0,0,0
17,6.6,6.1,6,0,1.1,0.8,16,1,49,38,270,130900,20,1,33,4,183,2,295,40,0,0,1.9,0.6,0.001200012,0.008117981,0.00100001,0.12553802,0.005555556,0,0,13.4,2.3,7,7.3,0,0,0,0,0,0,0
29,10.4,6.2,6.1,1,0,1.6,19,0,29,35,85,150300,11,1,16,27,186,0,295,87,1,0,1.6,0,0.001200012,0.030588835,0.022822366,0.24137931,0.011111111,0,0,12.1,4.7,5,5.9,0,0,0,0,0,0,0
24,2.4,9.2,9.1,0,2.9,0.8,17,1,28,35,279,30700,16,1,8,21,3,1,390,48,0,1,6.9,0.2,0.001200012,0.055325035,0.042158516,1.020408163,0.276595745,0.325581395,0.081081081,13.4,7.2,1,4.2,0,0,0,2,0,0,0
14,12.8,8,7.9,0,2.8,1.6,20,1,12,4,115,10600,13,1,15,34,63,2,295,44,0,0,3,0.5,0.001200012,0.138408304,0.024606299,0.028455285,0,0,0,12.5,5.4,4,4.5,0,0,0,0,0,0,0
15,6.2,9.2,9.1,3.5,0,1.6,20,0,8,32,94,50100,17,1,42,45,6,2,390,30,1,1,6.8,0,0.001200012,0.138408304,0.024606299,0.028455285,0,0,0,12,4.8,9,2.8,0,0,0,0,0,0,0
25,9.8,8.3,8.2,0,0.1,1.6,16,0,2,15,163,49500,19,0,1,44,184,1,390,69,1,0,1.4,0,0.001200012,0.091047041,0.018262061,0.184210526,0.004255319,0,0,15.7,6.6,7,7.4,0,0,0,0,0,0,0
29,11,5.6,5.5,0,0.3,0.8,20,0,12,29,201,188600,19,1,12,37,185,2,295,84,1,0,4.6,0,0.01631765,0.055865922,0.040349697,0.804597701,0.038888889,0.009803922,0.007142857,9.3,3.6,6,3.7,0,0,0,1,0,0,0
23,9.6,9.9,9.8,0,1.4,1.6,18,1,7,12,75,108600,17,0,30,42,246,0,295,30,0,0,8.9,0.5,0.110803324,0.294840295,0.106913756,0.851581509,0.133333333,0.617021277,0.05,19.8,4,8,9.9,0,0,0,1,0,0,0
28,10.8,7.2,7.1,2.2,0,0.8,12,1,17,26,113,48700,18,1,42,34,247,0,295,46,1,0,4.8,0,0.019074869,0.097323601,0.04592774,0.661625709,0.122222222,0.049019608,0.007142857,13.4,3,7,6.2,0,0,0,0,0,0,0
18,8.1,6,5.9,0,1.3,1.6,15,0,1,40,249,28500,15,0,49,2,6,1,390,42,0,1,5.7,0.9,0.001200012,0.047865975,0.0324412,0.680933852,0.276595745,0.581395349,0.259459459,12.6,5.5,0,6.6,0,0,0,0,0,0,0
30,5.3,4.8,4.7,0,1.2,0.8,19,1,37,9,85,8400,13,1,5,14,66,1,295,39,1,0,2.4,1,0.001200012,0.069444444,0.016563604,0.206855792,0.016666667,0.009090909,0,11.7,3.7,2,6.9,0,0,0,0,0,0,0
13,6.6,2.1,2,0,0.6,1.6,13,1,47,23,123,147500,13,1,16,7,67,2,390,54,1,0,0.6,0,0.001200012,0.011776251,0.00100001,0.003500035,0,0,0,5.3,1.4,1,3.2,0,0,0,0,0,0,0
25,3.8,9,8.9,0,3,0.8,16,0,31,37,259,127300,11,0,23,19,127,0,295,51,1,0,5.4,0.5,0.001200012,0.041987404,0.021329541,0.608695652,0.005555556,0,0,12.5,5.5,4,3.5,0,0,0,0,0,0,0
19,8.9,3.9,3.8,0,1.2,0.8,14,1,30,36,153,7800,15,0,15,13,244,0,295,78,0,0,3.7,0,0.001200012,0.039177277,0.02175805,0.629496403,0.044444444,0.011627907,0,5.8,2.2,9,1.9,0,0,0,0,0,0,0
19,2.4,5.1,5,0,2.1,1.6,14,1,26,20,133,47300,18,1,42,24,187,1,295,63,0,1,3.5,1,0.001200012,0.05,0.00100001,0.205038079,0.005555556,0.011627907,0.005405405,14.8,2.4,5,9.7,0,0,0,0,0,0,0
10,12.7,3.9,3.8,0,1.7,0.8,17,0,10,33,268,27100,16,0,49,36,247,1,390,59,1,0,3.6,1,0.001200012,0.021637216,0.013134851,0.19326339,0.017021277,0.009803922,0,13.9,3.4,8,10,0,0,0,0,0,0,0
24,4.5,8.4,8.3,0,0.6,1.6,17,0,15,30,75,165700,19,0,19,28,126,1,390,48,1,0,1.4,0,0.019074869,0.097323601,0.04592774,0.661625709,0.122222222,0.049019608,0.007142857,9.7,3.2,4,1.3,0,0,0,0,0,0,0
19,3,4.6,4.5,0,0.6,1.6,15,1,9,13,249,85600,17,0,38,33,186,2,390,60,0,1,1.3,0.1,0.001200012,0.032894737,0.00100001,0.130305287,0,0,0,12.2,4.2,6,7.6,0,0,0,0,0,0,0
17,9.4,4.9,4.8,0,0.8,1.6,17,0,19,27,182,105200,11,0,41,20,4,0,295,36,0,1,2.1,0.2,0.001200012,0.019627085,0.02899251,0.311665183,0.083333333,0.159574468,0.048648649,7.1,3.7,1,2.2,0,0,0,0,0,0,0
17,2.8,6.1,6,0,1.6,1.6,17,0,14,10,161,144700,15,0,16,31,248,0,295,88,0,0,5.6,1.3,0.001200012,0.019627085,0.02899251,0.311665183,0.083333333,0.159574468,0.048648649,6.6,3.6,7,0.5,0,0,0,0,0,0,0
23,5.1,7.9,7.8,0,2.3,0.8,18,0,49,24,191,5000,17,1,15,37,125,2,390,45,1,0,6.8,1.8,0.001200012,0.085775554,0.041180508,0.629496403,0.106382979,0.176470588,0.021428571,16.7,3.7,5,8.8,0,0,0,0,0,0,0
10,7.7,2.5,2.4,0,0.9,0.8,17,1,18,7,268,84200,18,0,38,22,127,2,295,76,0,0,1,0.2,0.001200012,0.023072486,0.00100001,0.030701754,0,0,0,3.9,2.1,4,1.4,0,0,0,0,0,0,0
14,8.9,7.9,7.8,0,3.4,1.6,11,1,29,21,6,24300,18,1,49,15,128,0,390,26,0,0,6.8,1.4,0.001200012,0.023072486,0.00100001,0.030701754,0,0,0,15.2,6.5,4,7.3,0,0,0,0,0,0,0
26,6.2,6.7,6.6,0,3.1,1.6,14,0,13,35,142,4200,15,1,5,27,187,0,295,88,1,1,3.7,1.7,0.001200012,0.028999517,0.016797312,0.085721283,0,0,0,14.3,5,6,7.6,0,0,0,0,0,0,0
30,7.4,4,3.9,0,0,0.8,19,0,23,4,180,143300,16,0,16,20,188,1,390,38,1,1,3.3,0,0.017191977,0.074534161,0.050912176,0.749464668,0.025531915,0.063636364,0.005405405,8,1.5,5,4,0,0,0,0,0,0,0
21,4.7,2.9,2.8,0,0.1,1.6,12,1,8,18,16,123100,13,1,23,32,248,1,295,34,1,1,0.7,0,0.001200012,0.021637216,0.013134851,0.19326339,0.017021277,0.009803922,0,7.2,0.7,7,4.3,0,0,0,0,0,0,0
11,1.9,9.8,9.7,0,0.9,0.8,15,1,43,32,152,103000,11,0,30,45,7,2,390,31,0,0,6.6,0,0.304568528,0.140186916,0.033407572,1.658767773,0.131914894,1.117021277,0.2,14.4,1.3,0,4.6,0,0,0,3,0,2,0
27,13.6,5.9,5.8,0,1,0.8,13,1,38,15,26,22900,19,1,49,5,68,0,390,43,1,1,4.4,0.3,0.001200012,0.010410341,0.00100001,0.140505821,0.005555556,0.009803922,0.007142857,7.1,4.1,1,1.2,0,0,0,0,0,0,0
21,5.6,8.9,8.8,0,1.3,0.8,11,1,37,15,220,102400,13,1,41,44,185,1,390,70,1,1,2.9,0.2,0.001200012,0.04852406,0.00100001,0.221378874,0,0,0,18.1,6,7,9.2,0,0,0,0,0,0,0
22,12.1,2,1.9,0,0.5,1.6,20,0,32,43,200,141900,17,0,16,10,128,1,295,55,1,0,1.6,0.3,0.001200012,0.010410341,0.00100001,0.140505821,0.005555556,0.009803922,0.007142857,9.4,1,3,7.4,0,0,0,0,0,0,0
12,9.3,8.9,8.8,0,2.5,0.8,14,0,17,12,35,121700,14,1,23,22,188,2,390,51,0,0,3.6,1.9,0.001200012,0.286396181,0.21978022,0.141528508,0,0,0,16.6,3.5,5,7.7,0,0,0,0,0,0,0
24,6.6,7.7,7.6,0,2.5,1.6,17,1,1,26,171,101600,12,0,30,34,248,0,295,47,1,1,5.5,2.2,0.001200012,0.047040376,0.020074946,0.418160096,0.033333333,0.009803922,0,15.7,7.1,8,8,0,0,0,0,0,0,0
28,7.8,5,4.9,0,1.7,0.8,11,1,11,40,209,41700,12,0,42,27,249,0,390,63,1,1,2.5,0.2,0.001200012,0.016291067,0.00100001,0.152972028,0.008510638,0,0,9.4,4.1,7,4.4,0,0,0,0,0,0,0
19,5.1,3.8,3.7,0,1.4,1.6,15,0,47,9,45,21500,20,1,49,39,8,1,295,59,1,0,2.9,0.3,0.001200012,0.177514793,0.107913669,0.330188679,0.027777778,0.019607843,0.007142857,8.5,2.7,9,4.7,0,0,0,0,0,0,0
13,10.2,6.8,6.7,0,2.6,1.6,13,1,46,9,239,101000,14,1,41,33,125,2,295,86,0,0,3.2,0.1,0.001200012,0.04852406,0.016703786,0.111714012,0,0,0,9.8,4.8,5,3,0,0,0,0,0,0,0
14,3.6,8,7.9,0,3.9,1.6,12,1,42,37,219,140500,18,1,16,44,69,2,295,71,0,1,6.8,2.2,0.001200012,0.050083472,0.017195919,1.005747126,0.016666667,0.023255814,0.016216216,9.3,5,1,1.3,0,0,0,2,0,0,0
25,14,6.9,6.8,0,0.2,1.6,16,0,26,6,54,120300,15,1,23,12,128,0,390,68,1,1,1,0.1,0.001200012,0.301507538,0.042719829,0.16091954,0.004255319,0.009803922,0.005405405,8.5,0.8,3,1.6,0,0,0,0,0,0,0
19,6,9.8,9.7,0,0.1,1.6,14,1,25,6,249,199800,20,1,15,6,246,1,390,29,1,1,6.2,0,0.122699387,0.113314448,0.02787586,0.843373494,0.089361702,0.981818182,0.059459459,19.4,0.5,9,9.6,0,0,0,1,0,1,0
27,8.5,4.5,4.4,0,0.4,1.6,12,0,46,34,25,80000,20,1,37,36,248,1,295,60,0,1,4.2,0.3,0.122699387,0.113314448,0.02787586,0.843373494,0.089361702,0.981818182,0.059459459,6.7,3.1,8,2.2,0,0,0,1,0,1,0
18,5.7,3.3,3.2,0,0.4,0.8,16,0,30,3,161,59900,18,1,45,3,7,2,390,56,1,0,1.4,0,0.001200012,0.063525675,0.041124058,0.315315315,0.042553191,0.088235294,0.057142857,5.8,1.8,0,2.5,0,0,0,0,0,0,0
30,3,2.1,2,0,0.3,1.6,19,1,14,17,297,39700,15,0,1,16,67,0,295,53,0,1,1.6,0,0.001200012,0.015826959,0.00100001,0.510948905,0.011111111,0.023255814,0.010810811,4.9,0.9,3,2.8,0,0,0,0,0,0,0
24,1.5,6.3,6.2,0,1.6,1.6,16,0,9,44,171,158700,13,0,19,21,127,1,295,65,1,1,5.4,0.8,0.001200012,0.059259259,0.026391027,0.630630631,0.027777778,0.009803922,0.005405405,15.3,5.9,4,9,0,0,0,0,0,0,0
29,2.8,3.6,3.5,0,1,1.6,11,0,19,13,209,98800,14,0,30,13,128,1,390,80,0,1,2.2,0.7,0.001200012,0.030549898,0.016842105,0.28759244,0.004255319,0,0.005405405,9,2.9,4,5.4,0,0,0,0,0,0,0
19,13.1,2.4,2.3,0,0.8,0.8,14,1,4,27,45,78600,11,1,37,26,188,2,295,77,1,0,2.2,0.6,0.001200012,0.053643272,0.023386342,0.193691201,0.011111111,0.009803922,0,8.1,1.6,6,5.7,0,0,0,0,0,0,0
10,10.4,9.3,9.2,0,3.4,1.6,17,0,39,41,180,58500,19,0,45,38,248,0,390,73,0,1,5.1,3.2,0.001200012,0.018572976,0.00100001,0.230566535,0.017021277,0.011627907,0,15.3,5.9,8,6,0,0,0,0,0,0,0
14,11.7,6.6,6.5,0,2.7,0.8,12,0,49,10,219,197600,19,0,5,31,249,0,295,89,0,1,6.3,0.4,0.001200012,0.072332731,0.057609217,0.662878788,0.005555556,0,0,8.9,3.8,8,2.3,0,0,0,0,0,0,0
26,8.9,5.4,5.3,0,2.4,1.6,15,1,34,24,54,177400,17,1,12,43,8,1,295,85,0,0,3.4,0.6,0.001200012,0.067567568,0.046468401,0.212121212,0.005555556,0,0.007142857,8,2.8,0,2.6,0,0,0,0,0,0,0
16,6.2,4.2,4.1,0,2,0.8,18,0,18,38,190,157300,14,0,19,10,68,1,390,81,1,0,3.6,0.8,0.001200012,0.029041626,0.017216643,0.4,0.004255319,0,0,7.1,3.7,2,2.9,0,0,0,0,0,0,0
18,13.8,10,9.9,0,0.6,1.6,15,1,38,21,161,116900,19,1,33,35,187,0,390,74,1,0,6,0.3,0.017783047,0.076287349,0.05520795,0.883838384,0.093617021,0.019607843,0.014285714,13.5,5.5,7,3.5,0,0,0,1,0,0,0
30,11,8.8,8.7,1.2,0,0.8,18,0,22,35,297,96800,17,0,41,2,247,1,295,70,0,1,8.7,0,0.139211137,0.096076861,0.053619303,1.535087719,0.216666667,0.093023256,0.010810811,12.6,3.8,9,3.8,0,0,0,3,0,0,0
