,堤体延長,堤体幅,左右壁体高さ,中詰土天端高さ,堤外区間地表面,堤内区間地表面,引張材間隔,在来地盤重量,在来地盤区分,在来地盤N値,在来地盤摩擦角,在来地盤粘着力,在来地盤変形係数,中詰め重量,中詰め区分,中詰めN値,中詰め摩擦角,中詰め粘着力,矢板型,矢板材料,引張材直径,引張材材料番号,腹起し材質,堤外側水位_地震時,堤内側水位_地震時,震度,せん断変形破壊,滑動、支持力,根入れ部の安定,矢板の耐力照査,タイロッドの耐力照査,腹起しの耐力照査
1531,17,2.4,4.4,4.3,0.0,0.2,1.6,18,0,49,43,129,126800,14,0,15,30,5,5,295,84,0,0,1.0,0.0,0.3,0.07639419404125286,0.031338138514572234,0.001000010000100001,0.04814814814814815,0.06976744186046512,0.14285714285714285
1532,15,8.8,4.6,4.5,0.0,0.3,1.6,20,1,8,12,62,146300,19,1,18,16,123,3,390,61,0,0,2.8,0.2,0.5,0.3597122302158274,0.5263157894736842,0.04120879120879121,0.0084985835694051,0.015503875968992248,0.004761904761904762
1533,19,10.0,2.0,1.9,0.0,0.2,0.8,14,1,18,26,100,86400,19,0,29,9,124,4,295,76,0,0,0.4,0.1,0.2,0.04892367906066536,0.05885815185403179,0.001000010000100001,0.0,0.0,0.0
1534,17,3.3,2.3,2.2,0.8,0.0,1.6,17,0,27,40,33,106000,14,0,32,41,242,5,390,53,0,1,1.6,0.0,0.3,0.023348120476301658,0.18148820326678766,0.06045340050377833,0.0056657223796034,0.007751937984496124,0.007142857142857143
1535,29,13.6,9.2,9.1,4.5,0.0,0.8,20,1,12,9,168,85800,12,1,39,8,1,3,295,49,1,0,7.0,0.0,0.5,3.3333333333333335,0.3861003861003861,0.2376237623762376,2.448148148148148,0.5882352941176471,0.16666666666666666
1536,30,7.1,2.3,2.2,0.0,0.6,0.8,20,1,7,37,148,125400,15,0,15,19,245,3,390,34,1,1,1.0,0.2,0.5,0.018278194114421494,0.10764262648008613,0.001000010000100001,0.0,0.0,0.0
1537,24,12.2,5.3,5.2,0.5,0.0,0.8,18,0,6,37,42,5800,19,0,7,13,62,4,295,61,1,1,0.9,0.0,0.4,0.4048582995951417,0.3731343283582089,0.5581395348837209,0.018518518518518517,0.006535947712418301,0.0
1538,14,9.4,4.1,4.0,0.8,0.0,1.6,11,1,42,6,178,184600,17,1,14,25,122,4,390,58,0,0,1.0,0.0,0.1,0.028968713789107762,0.05184033177812338,0.001000010000100001,0.0028328611898017,0.0,0.0
1539,30,7.9,8.3,8.2,2.6,0.0,0.8,19,0,36,34,52,104600,15,1,32,30,182,3,295,70,1,0,6.0,0.0,0.5,0.009079353550027237,0.12820512820512822,0.01917852005753556,0.003703703703703704,0.0070921985815602835,0.0
1540,17,10.4,2.9,2.8,0.0,1.3,0.8,17,1,6,17,129,183800,15,0,4,16,184,3,295,35,0,0,2.4,1.0,0.4,0.009079353550027237,0.12820512820512822,0.01917852005753556,0.003703703703703704,0.0070921985815602835,0.0
1541,29,7.7,9.8,9.7,0.0,0.1,1.6,20,1,41,31,264,163700,13,1,11,28,244,4,390,32,1,1,7.0,0.0,0.1,0.16129032258064516,0.12547051442910917,0.06286013619696176,0.056657223796033995,0.2787878787878788,0.02142857142857143
1542,10,2.2,7.5,7.4,1.0,0.0,1.6,17,1,10,14,235,123300,18,0,25,8,63,5,390,90,0,1,5.4,0.0,0.4,0.08389261744966443,0.11820330969267138,0.05288673424416042,0.0226628895184136,0.007751937984496124,0.0
1543,22,12.6,6.3,6.2,1.5,0.0,1.6,20,0,46,28,71,103200,16,1,32,20,123,3,295,86,1,1,4.6,0.0,0.1,0.07836990595611286,0.1838235294117647,0.16085790884718498,0.05555555555555555,0.006535947712418301,0.0035714285714285713
1544,13,9.8,5.1,5.0,1.8,0.0,0.8,14,0,30,41,207,83000,13,0,39,32,182,4,390,83,0,0,3.9,0.0,0.3,0.08389261744966443,0.11820330969267138,0.05288673424416042,0.0226628895184136,0.007751937984496124,0.0
1545,13,3.2,6.3,6.2,0.0,1.6,0.8,13,1,25,25,186,122600,17,1,15,43,126,4,295,68,0,1,3.2,0.2,0.3,0.001000010000100001,0.10131712259371835,0.018242626938279112,0.0,0.0,0.0
1546,25,13.6,5.1,5.0,0.0,1.5,1.6,17,1,10,38,22,102400,14,0,22,11,185,5,390,64,1,0,2.7,1.4,0.4,0.15174506828528073,0.47393364928909953,0.3498542274052478,0.0028328611898017,0.0,0.0
1547,19,5.6,8.1,8.0,0.6,0.0,1.6,15,0,9,38,216,181800,19,0,14,4,2,3,390,25,1,0,1.9,0.0,0.4,1.8867924528301885,0.088261253309797,0.020229265003371542,3.5042492917847023,19.472727272727273,3.080952380952381
1548,20,12.1,9.3,9.2,0.0,3.5,1.6,14,0,5,21,196,22400,12,1,40,16,246,3,390,76,0,1,8.6,2.8,0.3,0.015511090429657206,0.17889087656529518,0.06575342465753424,0.056657223796033995,0.015503875968992248,0.0035714285714285713
1549,14,4.1,4.2,4.1,0.8,0.0,1.6,12,1,4,21,90,101800,17,1,32,10,63,4,390,37,0,0,3.2,0.0,0.2,0.14836795252225518,0.16420361247947454,0.03986710963455149,0.014164305949008499,0.03546099290780142,0.009523809523809525
1550,25,1.4,3.0,2.9,0.8,0.0,1.6,16,0,39,35,226,81600,14,0,39,22,123,5,295,33,1,1,2.3,0.0,0.4,0.05458515283842795,0.05402485143165856,0.02151694459386767,0.011111111111111112,0.048484848484848485,0.0035714285714285713
1551,26,7.9,4.3,4.2,0.0,0.0,1.6,15,0,35,18,205,121200,18,1,15,33,66,5,390,84,1,0,1.7,0.0,0.4,0.15432098765432098,0.12019230769230768,0.019166267369429803,0.0056657223796034,0.006535947712418301,0.01904761904761905
1552,24,1.1,4.5,4.4,1.8,0.0,0.8,18,1,44,32,138,140700,12,0,18,20,184,3,295,61,1,0,3.9,0.0,0.5,0.41841004184100417,0.10298661174047373,0.023524799059008037,0.03333333333333333,0.006535947712418301,0.0
1553,15,11.5,3.4,3.3,0.0,0.0,1.6,11,0,28,1,274,120500,20,1,25,32,244,4,390,57,0,1,2.6,0.0,0.2,0.046948356807511735,0.06765899864682003,0.028268551236749113,0.0084985835694051,0.015503875968992248,0.010714285714285714
1554,26,8.8,2.2,2.1,0.2,0.0,0.8,14,1,13,15,109,100400,18,1,32,44,3,4,295,53,1,1,1.7,0.0,0.4,0.1663893510815308,0.13315579227696406,0.0136518771331058,0.025925925925925925,0.032679738562091505,0.010714285714285714
1555,17,6.0,9.1,9.0,2.1,0.0,1.6,17,0,48,29,245,80200,15,0,39,11,63,5,390,50,1,0,7.3,0.0,0.1,0.4329004329004329,0.11086474501108648,0.054995417048579284,0.06515580736543909,0.08496732026143791,0.02857142857142857
1556,18,12.5,2.2,2.1,0.0,0.4,0.8,17,0,44,12,224,119800,18,0,15,22,6,3,390,35,0,1,1.2,0.3,0.1,0.02042483660130719,0.032247662044501774,0.001000010000100001,0.0028328611898017,0.028368794326241134,0.0035714285714285713
1557,29,9.8,9.1,9.0,0.0,2.4,1.6,20,1,28,26,60,99600,16,0,22,35,66,3,295,31,0,0,5.3,1.5,0.2,0.19267822736030826,0.20242914979757085,0.1000834028356964,0.007407407407407408,0.0070921985815602835,0.0
1558,20,7.1,7.9,7.8,0.0,2.4,0.8,14,1,12,40,196,79400,14,1,29,2,126,4,390,27,1,1,4.7,1.2,0.4,0.001000010000100001,0.09302325581395349,0.013231888852133642,0.0028328611898017,0.0,0.0
1559,11,4.3,6.7,6.6,0.0,2.2,1.6,17,0,48,9,31,59300,11,0,36,14,185,5,295,90,0,0,4.0,0.8,0.1,0.01108401684770561,0.29239766081871343,0.24390243902439024,0.003703703703703704,0.0,0.0
1560,13,11.9,4.3,4.2,0.7,0.0,1.6,14,0,17,37,2,18900,16,1,50,39,4,3,390,82,0,1,2.0,0.0,0.4,0.0449034575662326,0.06501950585175552,0.029843322556577963,0.003703703703703704,0.006535947712418301,0.004761904761904762
1561,24,9.2,3.1,3.0,0.8,0.0,1.6,17,0,1,6,138,197800,14,0,7,6,64,4,295,78,1,0,1.6,0.0,0.1,0.0449034575662326,0.06501950585175552,0.029843322556577963,0.003703703703703704,0.006535947712418301,0.004761904761904762
1562,12,11.7,5.9,5.8,0.0,0.2,1.6,16,1,22,34,215,78000,14,1,29,36,66,5,295,44,0,0,2.9,0.1,0.1,0.05571030640668524,0.045004500450045004,0.01482213438735178,0.014814814814814815,0.023255813953488372,0.009523809523809525
1563,23,9.0,4.7,4.6,0.0,0.3,0.8,19,0,6,3,50,57900,12,0,36,4,125,5,390,40,1,1,2.3,0.2,0.2,0.08613264427217916,0.3194888178913738,0.11834319526627218,0.0084985835694051,0.013071895424836602,0.0
1564,14,6.2,3.5,3.4,1.6,0.0,1.6,12,1,41,17,186,37700,20,1,43,16,185,3,295,36,0,1,2.4,0.0,0.4,0.11049723756906077,0.11695906432748537,0.014781966001478195,0.025925925925925925,0.03546099290780142,0.0035714285714285713
1565,26,3.5,2.3,2.2,0.2,0.0,0.8,16,1,26,31,22,17500,17,1,50,28,245,4,390,33,0,0,1.0,0.0,0.1,0.008745080891998252,0.11933174224343675,0.024335834516325285,0.0056657223796034,0.02127659574468085,0.004761904761904762
1566,16,13.8,9.2,9.1,2.0,0.0,1.6,19,0,10,45,157,196400,15,0,7,40,4,5,295,29,1,1,4.9,0.0,0.3,0.4464285714285714,0.16863406408094436,0.19933554817275748,0.6074074074074074,1.0606060606060606,0.21428571428571427
1567,28,11.1,8.0,7.9,2.6,0.0,1.6,12,1,45,14,293,176200,12,1,14,8,64,5,390,25,0,0,4.6,0.0,0.4,0.4166666666666667,0.12836970474967907,0.023589541969726756,0.0169971671388102,0.06382978723404255,0.004761904761904762
1568,28,4.5,9.2,9.1,0.0,3.0,1.6,12,1,41,42,272,16800,16,0,40,19,7,3,295,76,0,1,3.5,0.4,0.4,0.001000010000100001,0.05938242280285036,0.11039558417663294,0.43333333333333335,0.5116279069767442,0.7428571428571429
1569,19,1.8,8.0,7.9,0.0,2.9,0.8,15,0,25,11,108,195600,13,1,47,31,67,3,390,73,1,1,3.2,0.0,0.1,0.001000010000100001,0.09115770282588878,0.04973062577704103,0.0,0.0,0.0
1570,10,12.1,6.8,6.7,0.0,2.7,1.6,18,1,10,25,244,175400,11,0,3,43,126,4,295,69,0,0,2.9,2.3,0.3,0.001000010000100001,0.06896551724137931,0.001000010000100001,0.0,0.0,0.0
1571,14,13.4,4.2,4.1,0.0,1.8,0.8,13,1,20,39,282,115600,11,0,15,36,127,5,390,85,0,0,3.2,1.5,0.5,0.001000010000100001,0.057971014492753624,0.001000010000100001,0.0028328611898017,0.0,0.0
1572,25,10.6,3.0,2.9,0.0,1.3,1.6,16,0,4,8,117,95400,19,1,22,3,187,5,295,81,0,1,2.3,0.8,0.2,0.001000010000100001,0.1053740779768177,0.030425963488843813,0.003703703703703704,0.0,0.0
1573,24,3.9,3.3,3.2,0.8,0.0,0.8,18,1,14,22,50,114900,14,0,25,35,5,3,390,58,0,1,0.8,0.0,0.3,0.12437810945273634,0.18050541516245489,0.05612722170252572,0.039660056657223795,0.023255813953488372,0.007142857142857143
1574,14,1.1,2.1,2.0,0.7,0.0,0.8,12,1,49,35,186,94800,11,0,32,2,65,4,295,54,1,1,2.0,0.0,0.5,0.04151100041511,0.036737692872887584,0.001000010000100001,0.011111111111111112,0.013071895424836602,0.0035714285714285713
1575,30,12.8,6.3,6.2,2.9,0.0,0.8,19,1,44,18,60,14700,19,0,50,7,125,5,390,66,0,0,4.7,0.0,0.4,0.36363636363636365,0.4424778761061947,0.41811846689895465,0.0339943342776204,0.007751937984496124,0.0
1576,17,2.2,9.0,8.9,0.0,1.9,0.8,18,1,13,1,137,94000,20,1,22,38,127,3,390,31,1,0,6.5,0.0,0.3,0.6666666666666666,0.33670033670033667,0.07628734901462174,0.014164305949008499,0.006060606060606061,0.0
1577,29,12.5,7.8,7.7,0.0,1.9,1.6,11,0,49,15,272,73800,17,0,29,5,187,4,295,28,0,1,5.6,1.6,0.5,0.21097046413502107,0.16420361247947454,0.026839633191679712,0.022222222222222223,0.0851063829787234,0.0035714285714285713
1578,12,13.8,5.1,5.0,0.0,1.5,0.8,16,0,8,29,11,14000,17,1,40,43,188,4,390,43,0,1,2.2,1.2,0.2,0.10131712259371835,0.2857142857142857,0.502092050209205,0.036827195467422094,0.0,0.0
1579,24,11.0,3.9,3.8,0.0,1.3,0.8,19,1,44,43,146,192800,15,1,47,10,248,5,295,40,0,1,1.7,0.9,0.4,0.001000010000100001,0.07692307692307693,0.001000010000100001,0.0,0.0,0.0
1580,14,8.3,2.7,2.6,0.0,0.9,1.6,12,0,28,12,282,172600,13,0,3,22,7,5,390,36,1,0,1.1,0.4,0.1,0.001000010000100001,0.016983695652173912,0.001000010000100001,0.0028328611898017,0.006060606060606061,0.004761904761904762
1581,26,5.6,9.6,9.5,3.9,0.0,0.8,16,1,12,26,117,152500,20,1,11,35,67,3,295,32,0,1,4.7,0.0,0.3,0.6666666666666666,0.20576131687242796,0.10443864229765012,0.10740740740740741,0.014184397163120567,0.0
1582,16,2.8,8.5,8.4,0.1,0.0,1.6,19,1,48,40,253,132300,18,0,18,2,126,4,295,28,1,0,1.1,0.0,0.4,0.6329113924050632,0.03808073115003808,0.001000010000100001,0.003703703703703704,0.0,0.0
1583,28,13.2,7.3,7.2,0.9,0.0,0.8,12,0,32,9,89,112100,15,0,25,14,186,5,390,25,0,1,1.6,0.0,0.1,0.04714757190004715,0.1620745542949757,0.08577555396711936,0.0028328611898017,0.0070921985815602835,0.0
1584,19,10.4,6.1,6.0,1.4,0.0,1.6,15,1,16,23,224,92000,13,1,32,26,246,5,295,87,1,1,1.8,0.0,0.3,0.07396449704142012,0.09900990099009901,0.017457084666860634,0.003703703703703704,0.0,0.0035714285714285713
1585,23,11.7,3.4,3.3,0.7,0.0,0.8,20,1,27,37,263,32100,13,0,43,19,247,3,390,37,0,1,2.4,0.0,0.5,0.1,0.10111223458038422,0.001000010000100001,0.014164305949008499,0.0425531914893617,0.0
1586,13,9.0,2.2,2.1,0.7,0.0,0.8,13,0,11,6,98,11900,11,0,50,31,6,4,295,33,1,0,1.6,0.0,0.2,0.061842918985776124,0.1111111111111111,0.04574914220358368,0.037037037037037035,0.06060606060606061,0.009523809523809525
1587,25,6.2,9.1,9.0,4.1,0.0,1.6,16,1,46,20,234,190800,18,1,7,44,66,4,390,29,0,1,7.1,0.0,0.4,0.7575757575757576,0.19379844961240308,0.03894839337877313,0.06232294617563739,0.11347517730496454,0.010714285714285714
1588,16,3.5,7.9,7.8,0.5,0.0,0.8,20,1,31,34,69,170600,16,0,14,11,125,5,295,25,1,0,4.9,0.0,0.5,0.9090909090909091,0.3194888178913738,0.40955631399317405,0.025925925925925925,0.06060606060606061,0.004761904761904762
1589,16,10.0,9.1,9.0,0.0,2.5,0.8,19,0,26,17,49,11200,19,1,40,22,69,5,390,77,1,1,4.5,1.3,0.5,0.7874015748031495,0.5813953488372093,0.6030150753768844,0.07932011331444759,0.0196078431372549,0.014285714285714285
1590,28,7.2,7.9,7.8,0.0,2.4,1.6,13,0,11,31,185,190000,17,0,47,34,128,3,295,73,0,1,3.9,0.9,0.2,0.001000010000100001,0.08598452278589853,0.033277870216306155,0.0,0.0,0.0
1591,22,12.3,2.8,2.7,0.7,0.0,1.6,11,1,10,31,79,70400,11,0,39,28,245,4,390,34,0,1,0.9,0.0,0.1,0.012532898859506203,0.057736720554272515,0.012446841613940463,0.0028328611898017,0.0070921985815602835,0.0035714285714285713
1592,23,5.8,4.1,4.0,0.0,1.5,1.6,20,1,5,14,58,110000,15,1,15,39,189,4,295,85,0,0,3.6,0.2,0.1,0.001000010000100001,0.1706484641638225,0.05326231691078562,0.003703703703703704,0.0,0.0
1593,13,3.0,2.9,2.8,0.0,1.2,1.6,14,0,41,28,194,89800,12,0,22,6,248,5,390,81,1,1,2.5,0.0,0.3,0.001000010000100001,0.06016847172081829,0.025695931477516056,0.0028328611898017,0.0,0.0
1594,28,8.1,5.8,5.7,0.0,0.0,1.6,12,1,40,28,89,169200,17,0,14,45,66,3,390,42,1,1,3.7,0.0,0.2,0.18281535648994515,0.2183406113537118,0.07638446849140675,0.0226628895184136,0.0392156862745098,0.010714285714285714
1595,29,1.5,7.1,7.0,0.0,0.1,1.6,11,1,36,11,68,9800,20,1,40,11,9,3,390,27,0,0,2.6,0.0,0.2,0.3215434083601286,0.2066115702479339,0.2464065708418891,1.725212464589235,12.02836879432624,3.219047619047619
1596,23,6.6,2.0,1.9,0.2,0.0,1.6,19,0,35,11,262,89200,15,1,32,5,126,4,390,54,0,1,0.5,0.0,0.1,0.012239902080783353,0.0189000189000189,0.001000010000100001,0.0,0.007751937984496124,0.0
1597,18,5.1,6.2,6.1,1.3,0.0,1.6,17,1,29,39,136,9100,13,1,50,10,187,5,390,66,0,0,4.9,0.0,0.5,0.3508771929824561,0.2252252252252252,0.04001333777925976,0.06515580736543909,0.046511627906976744,0.01904761904761905
1598,22,6.4,3.5,3.4,0.7,0.0,0.8,11,1,40,8,175,148300,13,0,11,3,188,5,295,82,0,0,1.5,0.0,0.2,0.044326241134751775,0.059808612440191394,0.019543973941368076,0.003703703703703704,0.0,0.0
1599,26,7.7,8.9,8.8,0.0,1.5,1.6,15,0,50,22,213,88400,13,0,22,41,189,3,295,32,0,0,7.9,0.5,0.4,0.4291845493562232,0.2183406113537118,0.07352941176470588,0.06666666666666667,0.1773049645390071,0.01904761904761905
1600,24,14.0,9.2,9.1,4.0,0.0,1.6,18,1,8,36,146,107900,18,1,25,28,7,4,390,74,0,0,5.4,0.0,0.5,1.0638297872340425,0.3676470588235294,1.0169491525423728,1.2804532577903682,1.3565891472868217,1.8761904761904762
1601,28,2.2,6.5,6.4,2.8,0.0,0.8,12,1,19,5,184,48100,18,0,36,20,8,4,295,90,1,0,5.8,0.0,0.3,0.8130081300813008,0.17793594306049823,0.0625,0.3148148148148148,0.16339869281045752,0.21428571428571427
1602,10,9.8,4.1,4.0,0.6,0.0,0.8,19,1,38,33,156,7700,13,1,50,45,127,5,295,83,1,1,3.3,0.0,0.1,0.03114294612270321,0.05405405405405406,0.012947777298230469,0.05185185185185185,0.013071895424836602,0.0035714285714285713
1603,14,11.0,9.6,9.5,1.5,0.0,1.6,13,1,49,2,194,146900,14,0,11,38,128,3,390,33,1,1,4.4,0.0,0.3,0.25,0.21413276231263384,0.04001333777925976,0.0339943342776204,0.030303030303030304,0.0035714285714285713
1604,12,4.3,9.8,9.7,3.7,0.0,0.8,15,0,7,15,127,166400,19,1,14,24,246,4,295,75,1,1,8.3,0.0,0.5,1.9607843137254901,0.4291845493562232,0.1466992665036675,0.12222222222222222,0.0196078431372549,0.017857142857142856
1605,16,5.6,7.2,7.1,2.7,0.0,0.8,20,1,17,29,165,106500,19,1,25,17,247,4,390,25,0,1,4.1,0.0,0.2,0.1694915254237288,0.11750881316098707,0.02417892403788031,0.0226628895184136,0.06382978723404255,0.007142857142857143
1606,28,2.8,6.0,5.9,2.9,0.0,1.6,13,1,2,43,1,86400,17,0,32,29,7,5,295,87,1,1,3.8,0.0,0.4,0.1694915254237288,0.11750881316098707,0.02417892403788031,0.0226628895184136,0.06382978723404255,0.007142857142857143
1607,22,1.3,2.1,2.0,0.1,0.0,1.6,11,0,48,26,175,6400,14,1,50,34,68,3,390,33,0,0,1.7,0.0,0.3,0.03652300949598247,0.05235602094240837,0.018984337921214997,0.0113314447592068,0.0425531914893617,0.009523809523809525
1608,13,11.7,9.0,8.9,1.7,0.0,0.8,14,1,32,40,10,185200,12,0,6,2,127,4,295,30,1,1,7.7,0.0,0.4,0.001000010000100001,0.05767012687427912,0.001000010000100001,0.0,0.0,0.0
1609,25,9.0,7.8,7.7,2.3,0.0,1.6,17,0,16,9,146,165000,20,1,14,14,187,5,390,26,1,0,6.7,0.0,0.1,0.18484288354898337,0.25252525252525254,0.17830609212481424,0.036827195467422094,0.3393939393939394,0.023809523809523808
1610,29,10.2,5.1,5.0,1.5,0.0,0.8,12,0,27,23,184,105200,20,0,25,7,188,5,295,42,1,0,2.8,0.0,0.3,0.11947431302270013,0.11160714285714285,0.03134796238244514,0.011111111111111112,0.0196078431372549,0.0
1611,19,7.5,3.9,3.8,1.6,0.0,0.8,15,1,11,37,20,85000,17,0,32,19,247,3,390,38,0,0,2.4,0.0,0.5,0.11947431302270013,0.11160714285714285,0.03134796238244514,0.011111111111111112,0.0196078431372549,0.0
1612,11,11.2,4.0,3.9,0.0,1.3,1.6,18,0,42,34,135,104400,18,0,15,42,250,4,390,85,1,0,1.4,0.7,0.2,0.001000010000100001,0.05767012687427912,0.001000010000100001,0.0,0.0,0.0
1613,22,8.5,2.8,2.7,0.0,0.0,0.8,11,1,26,3,271,84200,16,1,22,10,10,4,295,81,0,1,0.0,0.0,0.4,0.22172949002217296,0.04675081813931744,0.001000010000100001,0.007407407407407408,0.023255813953488372,0.017857142857142856
1614,16,13.6,5.7,5.6,1.3,0.0,0.8,19,1,25,3,165,163600,20,1,14,4,127,5,390,42,0,1,5.1,0.0,0.3,0.2518891687657431,0.2577319587628866,0.0371862410907964,0.0169971671388102,0.07751937984496124,0.0035714285714285713
1615,17,7.0,7.0,6.9,0.0,3.1,0.8,19,0,21,31,145,4200,14,1,40,15,71,3,295,28,0,0,5.3,0.6,0.3,0.001000010000100001,0.14771048744460857,0.054298642533936646,0.0,0.0,0.0
1616,11,12.1,10.0,9.9,3.5,0.0,0.8,17,1,20,31,39,83600,18,0,32,9,188,3,295,54,1,1,6.1,0.0,0.2,0.3246753246753247,0.4132231404958678,0.7142857142857143,0.1259259259259259,0.013071895424836602,0.0
1617,23,9.4,8.8,8.7,4.1,0.0,0.8,20,1,4,45,175,63400,16,1,39,21,247,4,390,51,1,0,5.9,0.0,0.3,0.2386634844868735,0.16339869281045752,0.03879728419010669,0.059490084985835696,0.013071895424836602,0.009523809523809525
1618,23,2.8,10.0,9.9,0.0,0.8,0.8,20,0,0,28,154,103000,19,1,15,32,191,4,390,36,0,1,1.7,0.7,0.3,0.5747126436781609,0.14792899408284024,0.0170988885722428,0.0028328611898017,0.0,0.0
1619,14,13.1,8.8,8.7,4.0,0.0,1.6,13,0,35,42,290,82800,17,1,22,44,250,5,295,32,0,0,4.3,0.0,0.5,0.22172949002217296,0.1798561151079137,0.037209302325581395,0.02962962962962963,0.07092198581560284,0.004761904761904762
1620,28,4.9,5.2,5.1,1.5,0.0,0.8,13,1,39,39,97,22300,20,1,43,36,129,4,295,87,1,0,1.5,0.0,0.5,0.3076923076923077,0.20449897750511248,0.013812154696132596,0.011111111111111112,0.0,0.0
1621,19,2.2,4.0,3.9,1.6,0.0,1.6,16,1,24,8,232,2200,17,0,50,3,189,5,390,83,0,1,1.6,0.0,0.2,0.0395882818685669,0.04904364884747425,0.001000010000100001,0.0084985835694051,0.007751937984496124,0.0035714285714285713
1622,23,3.4,9.5,9.4,3.7,0.0,1.6,11,0,34,22,271,141300,17,1,11,41,190,5,295,33,1,1,7.0,0.0,0.4,0.7874015748031495,0.12048192771084336,0.045317220543806644,0.06666666666666667,0.15757575757575756,0.014285714285714285
1623,13,13.8,8.3,8.2,0.0,0.0,0.8,14,0,19,36,106,121100,15,0,18,8,249,3,390,29,0,0,4.5,0.0,0.1,0.059844404548174746,0.11627906976744186,0.05952380952380952,0.04815864022662889,0.19858156028368795,0.004761904761904762
1624,25,11.0,7.1,7.0,0.8,0.0,1.6,17,1,3,5,242,101000,13,0,25,20,9,4,295,25,1,1,4.1,0.0,0.3,0.5524861878453039,0.12437810945273634,0.04595940252776714,0.3888888888888889,1.1636363636363636,0.19285714285714287
1625,16,8.3,5.9,5.8,1.3,0.0,0.8,20,0,38,19,77,80800,20,1,32,33,68,5,390,88,0,1,3.6,0.0,0.5,0.41493775933609955,0.35714285714285715,0.08016032064128256,0.0169971671388102,0.0,0.0
1626,24,10.8,8.6,8.5,1.8,0.0,0.8,19,0,8,2,154,160000,11,0,3,18,70,5,390,53,1,1,6.1,0.0,0.4,0.11049723756906077,0.09345794392523366,0.06437768240343347,0.0339943342776204,0.006535947712418301,0.009523809523809525
1627,28,12.1,5.9,5.8,0.0,0.3,1.6,13,1,18,16,192,100200,11,1,15,11,71,3,390,69,1,1,1.4,0.1,0.1,0.05197505197505198,0.039525691699604744,0.001000010000100001,0.0028328611898017,0.0,0.0035714285714285713
1628,13,1.3,7.7,7.6,0.4,0.0,1.6,15,0,2,30,223,159400,13,0,14,17,248,4,390,26,0,0,0.5,0.0,0.2,0.08703220191470844,0.01748557440111908,0.001000010000100001,0.0,0.0,0.0
1629,13,7.9,8.9,8.8,3.8,0.0,1.6,14,1,48,13,202,199000,16,1,40,28,192,5,295,77,0,1,7.5,0.0,0.2,0.28901734104046245,0.2159827213822894,0.06734006734006734,0.07407407407407407,0.023255813953488372,0.010714285714285714
1630,28,13.0,3.8,3.7,0.5,0.0,1.6,12,1,47,13,97,79400,11,1,32,22,9,5,295,38,1,0,2.3,0.0,0.1,0.0900900900900901,0.08726003490401396,0.048740861088545896,0.025925925925925925,0.09090909090909091,0.04285714285714286
1631,19,10.2,2.6,2.5,0.6,0.0,0.8,16,0,32,27,232,59200,19,0,39,34,68,3,390,34,0,1,1.7,0.0,0.3,0.12484394506866417,0.07692307692307693,0.018124150430448575,0.0084985835694051,0.014184397163120567,0.0
1632,10,14.0,2.7,2.6,0.6,0.0,1.6,19,1,12,23,47,78600,19,0,22,13,71,4,295,82,0,1,1.1,0.0,0.4,0.3125,0.38167938931297707,0.026929982046678635,0.003703703703703704,0.0,0.0035714285714285713
1633,22,11.2,9.6,9.5,3.6,0.0,1.6,12,0,47,37,183,58400,17,1,29,25,131,5,390,78,1,0,4.9,0.0,0.1,0.11049723756906077,0.09345794392523366,0.06437768240343347,0.0339943342776204,0.006535947712418301,0.009523809523809525
1634,26,12.5,6.9,6.8,2.5,0.0,0.8,16,0,6,6,221,197600,17,0,40,18,132,5,390,28,1,0,5.9,0.0,0.3,0.21052631578947367,0.1984126984126984,0.07514088916718847,0.031161473087818695,0.06666666666666667,0.004761904761904762
1635,28,7.0,4.5,4.4,0.4,0.0,0.8,13,0,26,34,192,157200,13,1,3,42,251,4,390,86,1,1,3.4,0.0,0.2,0.04854368932038835,0.09000900090009001,0.04171011470281543,0.0113314447592068,0.013071895424836602,0.0035714285714285713
1636,19,4.3,3.3,3.2,0.6,0.0,1.6,16,0,10,3,28,137100,20,0,10,10,11,4,295,83,1,0,2.5,0.0,0.4,0.47619047619047616,0.53475935828877,0.49792531120331945,0.06666666666666667,0.032679738562091505,0.07142857142857142
1637,10,1.5,2.1,2.0,0.6,0.0,0.8,19,1,46,17,164,116900,18,0,18,22,70,5,390,79,0,1,1.6,0.0,0.5,0.026295030239284773,0.04723665564478034,0.001000010000100001,0.0056657223796034,0.0,0.0
1638,14,2.8,7.5,7.4,2.3,0.0,1.6,14,0,5,31,202,57000,18,1,29,15,71,5,295,29,0,1,3.7,0.0,0.3,0.37453183520599254,0.11148272017837234,0.04358881220486741,0.022222222222222223,0.04964539007092199,0.007142857142857143
1639,18,4.0,4.8,4.7,1.5,0.0,0.8,18,0,15,45,240,196200,18,0,40,7,72,3,390,44,0,1,4.2,0.0,0.5,0.5882352941176471,0.15600624024961,0.04512974802557352,0.028328611898016998,0.023255813953488372,0.0035714285714285713
1640,12,9.1,7.8,7.7,0.2,0.0,1.6,16,1,15,45,135,76600,13,0,32,1,190,4,390,71,0,0,5.3,0.0,0.4,0.4385964912280702,0.28653295128939826,0.17069701280227595,0.036827195467422094,0.031007751937984496,0.014285714285714285
